ENST00000628983	NM_012234
ENST00000375383	XM_011530830
ENST00000375383	XM_011530829
ENST00000375383	XM_011530826
ENST00000452825	XM_006724609
ENST00000409478	XM_011510874
ENST00000514951	XM_011543598
ENST00000514951	XM_011543597
ENST00000389887	XM_011542575
ENST00000317271	XM_011516575
ENST00000431683	XM_011542568
ENST00000431683	XM_011542566
ENST00000431683	XM_011542567
ENST00000625245	XM_011543596
ENST00000264160	XM_005263627
ENST00000264160	XM_005263629
ENST00000392088	XM_005246832
ENST00000598779	XM_011527489
ENST00000598779	XM_011527490
ENST00000410054	XM_011510880
ENST00000409606	XM_006712389
ENST00000409606	XM_011510877
ENST00000409606	XM_011510872
ENST00000409606	XM_005263626
ENST00000409606	XM_011510870
ENST00000409606	XM_011510876
ENST00000409606	XM_011510881
ENST00000409606	XM_011510878
ENST00000409606	XM_005263628
ENST00000409606	XM_011510879
ENST00000409606	XM_011510873
ENST00000409606	XM_011510871
ENST00000628915	XM_011510875
ENST00000604729	XM_005269653
ENST00000604729	XM_005269655
ENST00000604729	XM_005269651
ENST00000604729	XM_011539543
ENST00000370360	XM_011540546
ENST00000370360	XM_011540545
ENST00000370360	XM_011540544
ENST00000370360	XM_005270401
ENST00000370360	XM_005270400
ENST00000370360	XM_006710309
ENST00000603114	XM_006717725
ENST00000409133	XM_005264131
ENST00000234179	XM_005264237
ENST00000234179	XM_005264238
ENST00000234179	XM_011532732
ENST00000234179	XM_006711978
ENST00000330877	XM_006720026
ENST00000380835	XM_011536428
ENST00000380835	XM_011536427
ENST00000380835	XM_005267330
ENST00000332972	XM_011536412
ENST00000332972	XM_011536414
ENST00000332972	XM_011536415
ENST00000512123	XM_006714314
ENST00000512123	XM_006714316
ENST00000398706	XM_005269648
ENST00000421745	XM_005264453
ENST00000421745	XM_006712055
ENST00000421745	XM_011533004
ENST00000421745	XM_006712054
ENST00000421745	XM_005264449
ENST00000421745	XM_006712056
ENST00000421745	XM_005264452
ENST00000421745	XM_006712057
ENST00000421745	XM_005264451
ENST00000421745	XM_005264454
ENST00000421745	XM_005264455
ENST00000421745	XM_005264450
ENST00000421745	XM_011533003
ENST00000354185	XM_011540336
ENST00000539480	XM_005259556
ENST00000543196	XM_011537814
ENST00000543196	XM_005268607
ENST00000543196	XM_011537817
ENST00000543196	XM_011537818
ENST00000543196	XM_006719214
ENST00000543196	XM_011537815
ENST00000543196	XM_011537816
ENST00000543196	XM_011537821
ENST00000543196	XM_011537819
ENST00000543196	XM_011537820
ENST00000414820	XM_005263892
ENST00000356317	XM_011537822
ENST00000272227	XM_011510308
ENST00000461366	XM_006721572
ENST00000461366	XM_006721571
ENST00000461366	XM_006721573
ENST00000445355	XM_011539116
ENST00000445355	XM_011539118
ENST00000377436	XM_011542084
ENST00000485491	XM_011539117
ENST00000259708	XM_011514989
ENST00000395749	XM_011515548
ENST00000395749	XM_011515552
ENST00000395749	XM_011515555
ENST00000395749	XM_011515556
ENST00000395749	XM_011515549
ENST00000395749	XM_011515557
ENST00000395749	XM_006715781
ENST00000395749	XM_011515559
ENST00000395749	XM_011515547
ENST00000395749	XM_011515553
ENST00000395749	XM_011515560
ENST00000395749	XM_011515550
ENST00000395749	XM_011515551
ENST00000395749	XM_011515554
ENST00000404767	XM_011515260
ENST00000440254	XM_005249862
ENST00000209884	XM_005245093
ENST00000209884	XM_011509420
ENST00000339992	XM_005269743
ENST00000622764	XM_005250096
ENST00000622764	XM_006715822
ENST00000539011	XM_006720374
ENST00000347193	XM_006715784
ENST00000560618	XM_011521161
ENST00000511216	XM_011513521
ENST00000511216	XM_011513522
ENST00000511216	XM_011513526
ENST00000511216	XM_006713897
ENST00000389851	XM_011513520
ENST00000389851	XM_011513524
ENST00000507531	XM_011513523
ENST00000507531	XM_005272290
ENST00000457475	XM_005249864
ENST00000222800	XM_006716143
ENST00000222800	XM_011516590
ENST00000400590	XM_006719796
ENST00000400590	XM_006719795
ENST00000358127	XM_011517896
ENST00000396721	XM_005251180
ENST00000345781	XM_006724563
ENST00000522671	XM_011517478
ENST00000522671	XM_011517479
ENST00000382466	XM_006719797
ENST00000471889	XM_011541530
ENST00000471889	XM_011541531
ENST00000329236	XM_005272678
ENST00000329236	XM_005272677
ENST00000329236	XM_005272679
ENST00000429989	XM_011540219
ENST00000429989	XM_011540222
ENST00000429989	XM_006717992
ENST00000429989	XM_011540221
ENST00000372158	XM_011540220
ENST00000372922	XM_006715145
ENST00000372922	XM_011514747
ENST00000409582	XM_005264585
ENST00000340840	XM_011514752
ENST00000340840	XM_006715147
ENST00000354325	XM_006715148
ENST00000542230	XM_011529746
ENST00000541110	XM_011514750
ENST00000541110	XM_011514749
ENST00000541110	XM_011514743
ENST00000541110	XM_011514742
ENST00000541110	XM_011514751
ENST00000541110	XM_011514746
ENST00000541110	XM_011514745
ENST00000541110	XM_011514748
ENST00000541110	XM_011514744
ENST00000541110	XM_011514741
ENST00000439151	XM_005265959
ENST00000439151	XM_011534611
ENST00000439151	XM_011534610
ENST00000439151	XM_011534612
ENST00000439151	XM_011534613
ENST00000409651	XM_005264584
ENST00000347982	XM_005265960
ENST00000283684	XM_011526021
ENST00000283684	XM_011526022
ENST00000283684	XM_011526020
ENST00000283684	XM_006722481
ENST00000283684	XM_011526023
ENST00000283684	XM_011526024
ENST00000354179	XM_005265961
ENST00000324288	XM_011522493
ENST00000324288	XM_011522489
ENST00000324288	XM_011522496
ENST00000324288	XM_011522490
ENST00000301466	XM_011538849
ENST00000301466	XM_011538850
ENST00000335350	XM_011539453
ENST00000435145	XM_005249051
ENST00000437316	XM_011514560
ENST00000427449	XM_011514561
ENST00000377179	XM_011514515
ENST00000377179	XM_011514510
ENST00000377179	XM_011514514
ENST00000377179	XM_011514513
ENST00000377179	XM_011514518
ENST00000377179	XM_011514511
ENST00000377179	XM_005249019
ENST00000377179	XM_011514512
ENST00000377179	XM_006715067
ENST00000409798	XM_006712254
ENST00000409798	XM_011510576
ENST00000409798	XM_011510577
ENST00000409798	XM_011510578
ENST00000566428	XM_011523483
ENST00000618327	XM_011522492
ENST00000618327	XM_011522484
ENST00000618327	XM_011522485
ENST00000618327	XM_006720880
ENST00000618327	XM_011522494
ENST00000618327	XM_011522487
ENST00000618327	XM_011522495
ENST00000618327	XM_011522488
ENST00000258180	XM_005256265
ENST00000366913	XM_005273168
ENST00000379869	XM_011545435
ENST00000379869	XM_011545434
ENST00000379869	XM_006724455
ENST00000356606	XM_011545433
ENST00000379878	XM_011545436
ENST00000373790	XM_005262297
ENST00000327347	XM_006717433
ENST00000401053	XM_005259211
ENST00000276072	XM_005262295
ENST00000276072	XM_011531016
ENST00000276072	XM_005262296
ENST00000276072	XM_006724682
ENST00000511556	XM_006723362
ENST00000511556	XM_006723363
ENST00000435683	XM_011527632
ENST00000506786	XM_011527277
ENST00000356637	XM_011540680
ENST00000356637	XM_005270462
ENST00000356637	XM_005270461
ENST00000263094	XM_011527630
ENST00000263094	XM_011527629
ENST00000263094	XM_006722616
ENST00000263094	XM_011527631
ENST00000263094	XM_011527628
ENST00000433045	XM_011540681
ENST00000354267	XM_005270463
ENST00000382422	XM_011536375
ENST00000352480	XM_005272200
ENST00000372393	XM_011518705
ENST00000360310	XM_011536374
ENST00000367806	XM_005245383
ENST00000367806	XM_011509827
ENST00000257215	XM_011545235
ENST00000257215	XM_005274230
ENST00000560245	XM_011527140
ENST00000544916	XM_011520603
ENST00000544916	XM_011520602
ENST00000544916	XM_005253334
ENST00000544916	XM_011520599
ENST00000544916	XM_011520601
ENST00000544916	XM_011520600
ENST00000544916	XM_011520598
ENST00000561096	XM_011527139
ENST00000561096	XM_011527136
ENST00000561096	XM_011527137
ENST00000561096	XM_011527138
ENST00000296137	XM_011534111
ENST00000296137	XM_006713333
ENST00000296137	XM_006713334
ENST00000296137	XM_011534112
ENST00000540367	XM_005273763
ENST00000261206	XM_005269150
ENST00000539743	XM_005273762
ENST00000292408	XM_011534465
ENST00000292408	XM_005265838
ENST00000292408	XM_011534464
ENST00000442628	XM_011517010
ENST00000442628	XM_011517009
ENST00000442628	XM_011517012
ENST00000442628	XM_011517013
ENST00000442628	XM_011517007
ENST00000442628	XM_011517011
ENST00000442628	XM_011517008
ENST00000261435	XM_011513718
ENST00000261435	XM_011513716
ENST00000261435	XM_011513715
ENST00000261435	XM_011513717
ENST00000261435	XM_006714022
ENST00000261435	XM_011513719
ENST00000261435	XM_006714023
ENST00000261435	XM_011513721
ENST00000261435	XM_011513720
ENST00000310160	XM_006723127
ENST00000592434	XM_005258411
ENST00000349780	XM_011518860
ENST00000349780	XM_011518861
ENST00000349780	XM_006717182
ENST00000334679	XM_011529920
ENST00000334679	XM_006724148
ENST00000334679	XM_005261368
ENST00000334679	XM_011529921
ENST00000455213	XM_005272381
ENST00000403422	XM_005272382
ENST00000403422	XM_005272383
ENST00000286758	XM_006714063
ENST00000457775	XM_005274773
ENST00000372336	XM_011539452
ENST00000443182	XM_011548467
ENST00000443182	XM_011548476
ENST00000443182	XM_011548469
ENST00000262865	XM_005260522
ENST00000417318	XM_011529012
ENST00000419847	XM_011548473
ENST00000419847	XM_011548471
ENST00000419847	XM_011548481
ENST00000419847	XM_011548470
ENST00000419847	XM_011548475
ENST00000419847	XM_011548466
ENST00000419847	XM_011548480
ENST00000419847	XM_011548478
ENST00000419847	XM_006726113
ENST00000419847	XM_006726119
ENST00000419847	XM_011548468
ENST00000419847	XM_011548477
ENST00000419847	XM_011548472
ENST00000419847	XM_011548465
ENST00000419847	XM_011548474
ENST00000263093	XM_011526364
ENST00000601355	XM_011526363
ENST00000571194	XM_006726212
ENST00000571194	XM_011546932
ENST00000335302	XM_011518526
ENST00000533718	XM_011519964
ENST00000370706	XM_011514460
ENST00000300850	XM_011545990
ENST00000300850	XM_005255710
ENST00000300850	XM_005255711
ENST00000491832	XM_005248994
ENST00000447857	XM_011526490
ENST00000447857	XM_011526488
ENST00000447857	XM_005258549
ENST00000447857	XM_011526489
ENST00000447857	XM_011526497
ENST00000309137	XM_005256163
ENST00000309137	XM_005256164
ENST00000309137	XM_005256156
ENST00000309137	XM_011523339
ENST00000309137	XM_005256160
ENST00000309137	XM_011523342
ENST00000552116	XM_011548482
ENST00000552116	XM_011548484
ENST00000552116	XM_006726124
ENST00000552116	XM_011548479
ENST00000552116	XM_006726122
ENST00000552116	XM_011548483
ENST00000291182	XM_005259412
ENST00000612501	XM_011525380
ENST00000360822	XM_006717185
ENST00000569266	XM_011523340
ENST00000393655	XM_011514837
ENST00000393655	XM_006715176
ENST00000344683	XM_011534755
ENST00000495027	XM_011533468
ENST00000495027	XM_011533470
ENST00000495027	XM_011533466
ENST00000495027	XM_011533467
ENST00000495027	XM_011533469
ENST00000569795	XM_005254557
ENST00000569795	XM_011521804
ENST00000600570	XM_011526496
ENST00000600570	XM_011526495
ENST00000600570	XM_011526493
ENST00000600570	XM_011526494
ENST00000600570	XM_011526492
ENST00000600570	XM_011526491
ENST00000425639	XM_006722525
ENST00000409297	XM_005246080
ENST00000389447	XM_011523343
ENST00000389447	XM_005256158
ENST00000389447	XM_011523341
ENST00000389447	XM_005256165
ENST00000389447	XM_006721275
ENST00000367240	XM_006711584
ENST00000367240	XM_011510069
ENST00000367240	XM_006711589
ENST00000367240	XM_006711587
ENST00000367240	XM_006711586
ENST00000367240	XM_006711588
ENST00000367240	XM_006711585
ENST00000434151	XM_011547843
ENST00000549728	XM_011547843
ENST00000549728	XM_011547842
ENST00000272198	XM_011510070
ENST00000588881	XM_011527298
ENST00000588881	XM_011527297
ENST00000311966	XM_005268797
ENST00000576183	XM_005257550
ENST00000573500	XM_005257549
ENST00000573500	XM_005257551
ENST00000261609	XM_011548956
ENST00000261609	XM_011548957
ENST00000261609	XM_011548958
ENST00000261609	XM_011548959
ENST00000261609	XM_011548960
ENST00000261609	XM_011522131
ENST00000261609	XM_005268276
ENST00000261609	XM_011522132
ENST00000261609	XM_006720727
ENST00000261609	XM_006720726
ENST00000261609	XM_005268277
ENST00000406846	XM_011532733
ENST00000405358	XM_011515167
ENST00000405358	XM_011515170
ENST00000405358	XM_011515169
ENST00000405218	XM_005249635
ENST00000405218	XM_011515168
ENST00000405218	XM_005249636
ENST00000346042	XM_011543700
ENST00000263918	XM_011533073
ENST00000403685	XM_011515171
ENST00000262424	XM_005256190
ENST00000379213	XM_005264519
ENST00000264917	XM_005248623
ENST00000264917	XM_005248624
ENST00000264917	XM_011543701
ENST00000264917	XM_011543699
ENST00000264917	XM_006714726
ENST00000264917	XM_006714725
ENST00000264917	XM_005248621
ENST00000264917	XM_011543702
ENST00000264917	XM_011543703
ENST00000283233	XM_011510638
ENST00000283233	XM_005246319
ENST00000283233	XM_011510639
ENST00000567974	XM_011521805
ENST00000342343	XM_011543704
ENST00000340913	XM_005268826
ENST00000413127	XM_006713758
ENST00000242066	XM_011515172
ENST00000287196	XM_005254558
ENST00000287196	XM_005254559
ENST00000287196	XM_011521803
ENST00000283290	XM_011513074
ENST00000320585	XM_011542747
ENST00000320585	XM_011542749
ENST00000271153	XM_011540834
ENST00000271153	XM_011540833
ENST00000421952	XM_011538055
ENST00000346342	XM_011537474
ENST00000346342	XM_006719963
ENST00000369393	XM_011535635
ENST00000369393	XM_011535636
ENST00000371919	XM_011540831
ENST00000541084	XM_011537475
ENST00000614163	XM_011540832
ENST00000559416	XM_011521315
ENST00000418596	XM_006712444
ENST00000418596	XM_006712441
ENST00000418596	XM_011511002
ENST00000418596	XM_011511003
ENST00000418596	XM_005246474
ENST00000418596	XM_006712442
ENST00000418596	XM_006712443
ENST00000260129	XM_006716485
ENST00000260129	XM_005251328
ENST00000266534	XM_011538831
ENST00000266534	XM_011538832
ENST00000343433	XM_011540899
ENST00000343433	XM_011540898
ENST00000412964	XM_006712345
ENST00000295124	XM_011510758
ENST00000295124	XM_011510757
ENST00000295124	XM_006712344
ENST00000295124	XM_011510760
ENST00000295124	XM_011510761
ENST00000295124	XM_011510763
ENST00000295124	XM_011510759
ENST00000621596	XM_011546758
ENST00000621596	XM_011546757
ENST00000621596	XM_011546759
ENST00000619710	XM_005261596
ENST00000327697	XM_006713285
ENST00000327697	XM_011533995
ENST00000612632	XM_011539935
ENST00000612632	XM_011539937
ENST00000612632	XM_011539934
ENST00000612632	XM_011539936
ENST00000633139	XM_011546760
ENST00000374312	XM_011539930
ENST00000374312	XM_011539932
ENST00000374312	XM_011539933
ENST00000374312	XM_011539929
ENST00000374312	XM_011539931
ENST00000252594	XM_005277604
ENST00000357550	XM_011521062
ENST00000377603	XM_011529141
ENST00000253233	XM_011538980
ENST00000253233	XM_011538982
ENST00000253233	XM_011538981
ENST00000620224	XM_006725413
ENST00000277225	XM_006717216
ENST00000277225	XM_006717212
ENST00000277225	XM_006717209
ENST00000277225	XM_006717210
ENST00000277225	XM_011518892
ENST00000277225	XM_006717215
ENST00000277225	XM_006717218
ENST00000277225	XM_006717211
ENST00000366329	XM_005253630
ENST00000619587	XM_005263410
ENST00000398519	XM_005256337
ENST00000314028	XM_005256336
ENST00000354590	XM_006723445
ENST00000594051	XM_005259341
ENST00000594051	XM_005259342
ENST00000599953	XM_011526747
ENST00000599953	XM_011526746
ENST00000599953	XM_011526750
ENST00000599953	XM_011526749
ENST00000599953	XM_011526748
ENST00000596652	XM_011526742
ENST00000596652	XM_011526741
ENST00000600044	XM_011526745
ENST00000600220	XM_011526744
ENST00000405709	XM_011516605
ENST00000331762	XM_005250630
ENST00000269829	XM_011526743
ENST00000232744	XM_006713769
ENST00000393062	XM_011523384
ENST00000378247	XM_011523381
ENST00000378247	XM_011523379
ENST00000378247	XM_011523380
ENST00000378247	XM_011523382
ENST00000378247	XM_011523383
ENST00000556177	XM_011536548
ENST00000556177	XM_011536551
ENST00000556177	XM_005267404
ENST00000556177	XM_011536550
ENST00000556177	XM_011536552
ENST00000556177	XM_011536549
ENST00000509242	XM_011536554
ENST00000400492	XM_011548273
ENST00000400492	XM_011548270
ENST00000264993	XM_005247589
ENST00000264993	XM_005247591
ENST00000264993	XM_005247588
ENST00000264993	XM_005247590
ENST00000274498	XM_005268398
ENST00000378004	XM_005268402
ENST00000378004	XM_005268400
ENST00000378004	XM_005268399
ENST00000431519	XM_011512961
ENST00000400491	XM_011548272
ENST00000400491	XM_011548271
ENST00000225394	XM_011524685
ENST00000374467	XM_011514779
ENST00000374467	XM_011514780
ENST00000374789	XM_011519576
ENST00000374789	XM_011519579
ENST00000374789	XM_011519572
ENST00000374789	XM_011519575
ENST00000374789	XM_011519569
ENST00000374789	XM_011519571
ENST00000374789	XM_011519573
ENST00000374789	XM_011519574
ENST00000374789	XM_011519581
ENST00000468137	XM_011513213
ENST00000468137	XM_006713772
ENST00000468137	XM_011513212
ENST00000550395	XM_011548269
ENST00000549026	XM_011548268
ENST00000549026	XM_011548274
ENST00000549026	XM_006726017
ENST00000374788	XM_005252532
ENST00000374788	XM_005252528
ENST00000374788	XM_005252530
ENST00000374788	XM_005252531
ENST00000346874	XM_011519580
ENST00000473183	XM_011523338
ENST00000473183	XM_005256153
ENST00000473183	XM_006721273
ENST00000336614	XM_005258918
ENST00000336614	XM_005258917
ENST00000336614	XM_005258914
ENST00000545523	XM_005258915
ENST00000545523	XM_005258916
ENST00000254853	XM_011523951
ENST00000374790	XM_011519578
ENST00000374776	XM_005252535
ENST00000475134	XM_011512974
ENST00000027335	XM_011516790
ENST00000584573	XM_005257376
ENST00000340077	XM_011519583
ENST00000340077	XM_005252534
ENST00000394869	XM_011524684
ENST00000276449	XM_006716392
ENST00000545693	XM_011519577
ENST00000545693	XM_011519570
ENST00000361357	XM_005257378
ENST00000577395	XM_005257377
ENST00000421422	XM_011528716
ENST00000421422	XM_011528717
ENST00000421422	XM_011528702
ENST00000421422	XM_011528713
ENST00000421422	XM_011528715
ENST00000421422	XM_006723748
ENST00000421422	XM_011528707
ENST00000421422	XM_011528719
ENST00000421422	XM_011528709
ENST00000421422	XM_011528714
ENST00000421422	XM_011528711
ENST00000421422	XM_006723749
ENST00000421422	XM_011528701
ENST00000421422	XM_005260343
ENST00000421422	XM_011528706
ENST00000421422	XM_011528708
ENST00000421422	XM_011528718
ENST00000421422	XM_011528710
ENST00000421422	XM_006723747
ENST00000421422	XM_011528712
ENST00000421422	XM_011528703
ENST00000421422	XM_011528705
ENST00000421422	XM_011528704
ENST00000257861	XM_011537769
ENST00000257861	XM_011537767
ENST00000257861	XM_011537766
ENST00000257861	XM_011537770
ENST00000257861	XM_011537768
ENST00000271588	XM_011510039
ENST00000271588	XM_011510037
ENST00000271588	XM_011510038
ENST00000300107	XM_011521164
ENST00000449096	XM_005274865
ENST00000314672	XM_011525306
ENST00000314672	XM_011525305
ENST00000583023	XM_011525304
ENST00000583023	XM_011525308
ENST00000583023	XM_011525307
ENST00000583023	XM_011525309
ENST00000583023	XM_011525303
ENST00000583023	XM_011525302
ENST00000456941	XM_011525310
ENST00000452630	XM_005272904
ENST00000302681	XM_011518520
ENST00000302681	XM_005251914
ENST00000518632	XM_011517263
ENST00000396137	XM_005248430
ENST00000396137	XM_011543155
ENST00000544979	XM_005260341
ENST00000370867	XM_006710347
ENST00000554240	XM_011521548
ENST00000432768	XM_011528720
ENST00000444589	XM_005265389
ENST00000192788	XM_011514714
ENST00000192788	XM_006715126
ENST00000452770	XM_011534004
ENST00000373839	XM_006710847
ENST00000373839	XM_006710844
ENST00000373839	XM_011542029
ENST00000373839	XM_006710848
ENST00000335244	XM_006714756
ENST00000370397	XM_011539198
ENST00000370397	XM_011539196
ENST00000370397	XM_011539197
ENST00000373836	XM_005245970
ENST00000373836	XM_011542030
ENST00000373836	XM_006710842
ENST00000373836	XM_006710843
ENST00000373836	XM_006710846
ENST00000381989	XM_011534932
ENST00000381989	XM_011534931
ENST00000521967	XM_005268377
ENST00000335044	XM_011534006
ENST00000335044	XM_006713291
ENST00000335044	XM_011534003
ENST00000335044	XM_005265388
ENST00000335044	XM_011534005
ENST00000398246	XM_005273685
ENST00000398246	XM_011544694
ENST00000340308	XM_011516627
ENST00000253669	XM_011528438
ENST00000253669	XM_005260154
ENST00000519937	XM_005264488
ENST00000312210	XM_005245325
ENST00000312210	XM_005245327
ENST00000312210	XM_005245328
ENST00000407951	XM_011527278
ENST00000407951	XM_011527279
ENST00000530481	XM_011535530
ENST00000445890	XM_011535534
ENST00000361936	XM_005245323
ENST00000361936	XM_005245322
ENST00000361936	XM_011509758
ENST00000361936	XM_011509757
ENST00000361936	XM_011509759
ENST00000361936	XM_005245321
ENST00000409383	XM_005264487
ENST00000326232	XM_011516626
ENST00000611002	XM_005259215
ENST00000525144	XM_011543031
ENST00000525144	XM_011543029
ENST00000525144	XM_011543027
ENST00000525144	XM_011543030
ENST00000525144	XM_011543028
ENST00000525144	XM_011543026
ENST00000258385	XM_011510524
ENST00000529097	XM_011543033
ENST00000529097	XM_011543032
ENST00000618025	XM_011539815
ENST00000291547	XM_011529604
ENST00000298198	XM_011544953
ENST00000409999	XM_011534416
ENST00000337057	XM_011535527
ENST00000337057	XM_011535523
ENST00000337057	XM_011535524
ENST00000337057	XM_005266841
ENST00000337057	XM_005266840
ENST00000337057	XM_011535526
ENST00000337057	XM_006715356
ENST00000337057	XM_011535525
ENST00000337057	XM_011535522
ENST00000265769	XM_006716273
ENST00000265769	XM_005273380
ENST00000265769	XM_011544368
ENST00000265769	XM_011544367
ENST00000265769	XM_006716274
ENST00000265769	XM_011544370
ENST00000265769	XM_006716275
ENST00000265769	XM_011544366
ENST00000368128	XM_011535521
ENST00000002125	XM_011532956
ENST00000002125	XM_005264410
ENST00000412531	XM_011539811
ENST00000336237	XM_005264411
ENST00000374056	XM_011539812
ENST00000525193	XM_011535536
ENST00000529208	XM_006715362
ENST00000610913	XM_005261721
ENST00000610913	XM_006724311
ENST00000610913	XM_011530350
ENST00000617123	XM_011530349
ENST00000617123	XM_011530348
ENST00000401557	XM_011509104
ENST00000401557	XM_005272929
ENST00000624922	XM_011512111
ENST00000624922	XM_011512118
ENST00000624922	XM_011512116
ENST00000624922	XM_011512122
ENST00000624922	XM_011512115
ENST00000624922	XM_011512112
ENST00000624922	XM_011512113
ENST00000624922	XM_011512114
ENST00000624922	XM_011512121
ENST00000624922	XM_011512110
ENST00000624922	XM_011512119
ENST00000624922	XM_011512117
ENST00000624922	XM_011512120
ENST00000624922	XM_011512123
ENST00000409652	XM_011530392
ENST00000628542	XM_011535528
ENST00000628542	XM_011535529
ENST00000270861	XM_005262701
ENST00000388996	XM_011517026
ENST00000388996	XM_006716555
ENST00000624552	XM_011518467
ENST00000624552	XM_011518466
ENST00000624552	XM_011518465
ENST00000624552	XM_011518468
ENST00000382276	XM_006716732
ENST00000569227	XM_011517770
ENST00000569227	XM_011517771
ENST00000569227	XM_011517773
ENST00000380916	XM_006716760
ENST00000621976	XM_005250914
ENST00000219299	XM_011523039
ENST00000219299	XM_011523041
ENST00000219299	XM_011523040
ENST00000616795	XM_011523042
ENST00000317977	XM_011523653
ENST00000262094	XM_005266733
ENST00000262094	XM_011526129
ENST00000262094	XM_005266734
ENST00000262094	XM_011526130
ENST00000262094	XM_011526131
ENST00000262094	XM_006722518
ENST00000395647	XM_011523655
ENST00000395647	XM_011523654
ENST00000395645	XM_011523652
ENST00000340010	XM_011515867
ENST00000243189	XM_011541797
ENST00000370361	XM_011531125
ENST00000531114	XM_011543003
ENST00000531114	XM_011543001
ENST00000531114	XM_011543000
ENST00000531114	XM_011543004
ENST00000531114	XM_011543002
ENST00000369209	XM_011539580
ENST00000635765	XM_005269673
ENST00000635765	XM_005269672
ENST00000635765	XM_011539579
ENST00000355547	XM_011543005
ENST00000285238	XM_011525423
ENST00000285238	XM_005257763
ENST00000285238	XM_011525422
ENST00000285238	XM_011525425
ENST00000371706	XM_011519259
ENST00000522111	XM_005245867
ENST00000313050	XM_011519252
ENST00000313050	XM_011519247
ENST00000313050	XM_011519258
ENST00000313050	XM_005266134
ENST00000313050	XM_011519261
ENST00000313050	XM_011519249
ENST00000313050	XM_011519246
ENST00000313050	XM_011519248
ENST00000313050	XM_011519260
ENST00000313050	XM_011519255
ENST00000313050	XM_011519262
ENST00000313050	XM_011519263
ENST00000313050	XM_011519250
ENST00000290037	XM_011519256
ENST00000290037	XM_011519251
ENST00000290037	XM_011519253
ENST00000453879	XM_011548114
ENST00000453879	XM_011548115
ENST00000431893	XM_011519257
ENST00000431893	XM_011519254
ENST00000504809	XM_011543625
ENST00000264560	XM_011528044
ENST00000356046	XM_011541869
ENST00000356046	XM_011541870
ENST00000266254	XM_011530110
ENST00000266254	XM_006724225
ENST00000266254	XM_011530109
ENST00000266254	XM_011530108
ENST00000338448	XM_011528043
ENST00000338448	XM_005259565
ENST00000555019	XM_005267758
ENST00000555019	XM_011536834
ENST00000555507	XM_011536835
ENST00000288350	XM_006723972
ENST00000288350	XM_011529470
ENST00000288350	XM_011529462
ENST00000288350	XM_011529468
ENST00000288350	XM_011529459
ENST00000288350	XM_006723973
ENST00000288350	XM_011529460
ENST00000288350	XM_005260926
ENST00000288350	XM_011529467
ENST00000288350	XM_011529469
ENST00000288350	XM_011529461
ENST00000288350	XM_011529464
ENST00000288350	XM_011529465
ENST00000346213	XM_011525090
ENST00000346213	XM_011525091
ENST00000358268	XM_011529463
ENST00000358268	XM_011529466
ENST00000358268	XM_011529458
ENST00000360631	XM_006719893
ENST00000360631	XM_005266592
ENST00000333617	XM_005247454
ENST00000513874	XM_011520030
ENST00000513874	XM_011520031
ENST00000374919	XM_006724577
ENST00000374919	XM_006724578
ENST00000415826	XM_006718426
ENST00000380671	XM_006723967
ENST00000423041	XM_011543228
ENST00000504233	XM_011543229
ENST00000395936	XM_011523943
ENST00000401533	XM_011532565
ENST00000401533	XM_011532566
ENST00000401533	XM_006711951
ENST00000370580	XM_005271311
ENST00000296783	XM_011543223
ENST00000296783	XM_011543225
ENST00000632197	XM_003960991
ENST00000379245	XM_006712153
ENST00000377834	XM_011541612
ENST00000377834	XM_011541613
ENST00000453514	XM_011543219
ENST00000453514	XM_011543222
ENST00000453514	XM_011543221
ENST00000453514	XM_011543220
ENST00000453514	XM_011543226
ENST00000453514	XM_011543227
ENST00000453514	XM_011543224
ENST00000414423	XM_005273273
ENST00000414423	XM_011544281
ENST00000414423	XM_006711817
ENST00000272367	XM_011532642
ENST00000272367	XM_011532635
ENST00000272367	XM_011532637
ENST00000272367	XM_011532640
ENST00000272367	XM_011532636
ENST00000426626	XM_011532638
ENST00000426626	XM_011532639
ENST00000426626	XM_005264172
ENST00000234040	XM_005246991
ENST00000234040	XM_011510827
ENST00000405260	XM_011510832
ENST00000358649	XM_011510828
ENST00000358649	XM_011510829
ENST00000358649	XM_011510830
ENST00000358649	XM_011510826
ENST00000358649	XM_011510831
ENST00000369304	XM_011510081
ENST00000369304	XM_011510082
ENST00000369304	XM_005277436
ENST00000369304	XM_011510079
ENST00000369304	XM_011510080
ENST00000252015	XM_011528770
ENST00000252015	XM_011528771
ENST00000539363	XM_011510083
ENST00000354883	XM_006712956
ENST00000318247	XM_006711484
ENST00000336733	XM_011533327
ENST00000380701	XM_011517790
ENST00000380701	XM_011517792
ENST00000380701	XM_005251397
ENST00000380701	XM_011517795
ENST00000380701	XM_011517794
ENST00000380701	XM_011517793
ENST00000380701	XM_011517789
ENST00000380701	XM_011517787
ENST00000380701	XM_011517791
ENST00000380701	XM_005251399
ENST00000380701	XM_005251398
ENST00000380701	XM_011517788
ENST00000380701	XM_011517796
ENST00000632897	XM_005263563
ENST00000368491	XM_011535809
ENST00000368491	XM_005266971
ENST00000368491	XM_006715475
ENST00000368491	XM_005266970
ENST00000257905	XM_005268995
ENST00000511367	XM_005248293
ENST00000511367	XM_005248292
ENST00000511367	XM_005248291
ENST00000511367	XM_011514033
